country,population_x,ranking,world_share,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_cons_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,gdp,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_energy,per_capita_electricity,population_y,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Dominica,71986,204,0.0009234618569683,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.08610000000000001,5.859750000000002,0.02138888888888889,6742.867297297298,0.835027027027027,,,818.08845,0.057999999999999996,,,66.80040000000001,,,,,0.0,0.0,,,,,,0.0,,551626918.054054,,,,389.12700000000007,0.027549999999999998,,32.41495,,,,,399.16310000000004,0.028099999999999997,,33.1996,,,,,0.0,0.0,,0.0,,,,,818.08845,0.057999999999999996,,,,,,66.80040000000001,,,0.0,0.0,,,0.0,,0.0,,1217.2516,71400.0,0.47856756756756746,,,,399.16310000000004,0.028099999999999997,,33.1996,,,,,3.3654999999999995,0.0,,0.26325,,,,,6.670700000000001,0.0004,,0.52145,
Dominican Republic,10847910,85,0.13916082450511794,,,,,7.518950000000001,0.07509999999999999,0.49265,,,,,,,264.08825,2.5675,,0.0,0.0,0.0,18.106299999999997,,14.138050000000002,4.354416666666666,2.211444444444444,7205.768216216216,0.9748648648648649,,,1280.83855,12.439099999999998,,,88.1299,,,,,279.36555,2.71235,,,0.0,0.0,0.0,19.239899999999995,,66927354589.4054,,,,148.5564,1.4352000000000003,,10.3204,,,,,174.044,1.6988500000000002,,11.870099999999997,,,,,0.0,0.0,,0.0,,,,,737.3849000000001,7.159299999999999,,,0.0,0.0,0.0,50.78359999999999,,,0.07509999999999999,0.0,,,7.518950000000001,,0.49265,,1454.88265,8349150.0,61.437702702702694,,,,174.044,1.6988500000000002,,11.870099999999997,,,,,4.26025,0.045200000000000004,,0.24745,,,,,13.7085,0.14335,,0.8093999999999999,
Ecuador,17643054,67,0.22633133400151068,,0.0,0.0,0.0,18.8815,0.29235,1.4190999999999998,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,14.11334285714286,6.277222222222219,3.6691666666666665,7077.837890909091,1.1579230769230768,5.81274074074074,2.5134814814814814,488.83475,7.414599999999998,5880.088418181819,72.09550909090909,39.478449999999995,85.35512727272726,9.23830612244898,0.11705555555555557,3.1731818181818188,266.41290000000004,4.029749999999999,246.7468727272727,2.951133333333333,3.1250000000010436e-05,68.98055384615384,0.20679999999999998,21.6589,3.262163636363636,32687818173.264957,10.17948148148148,1.1182037037037036,15.586472727272726,636.2527142857143,8.791742857142857,1180.2220000000002,65.31397142857142,14.484509090909093,10.21937037037037,1.150648148148148,15.842200000000002,648.4009428571427,8.981257142857142,1196.2541090909092,66.2104,14.631818181818177,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.736055555555558,2.396481481481482,68.92236363636364,222.42185,3.38485,5633.341472727273,25.9371274509804,2.7769411764705882,7982.393974999998,91.91572500000002,17.819499999999998,82.09301818181817,0.21412727272727272,0.16705714285714285,0.0,214.64046666666667,0.020833333333333332,10.789428571428571,13.532654545454545,0.8109142857142856,0.12561818181818182,1008.0140285714286,6384194.033333333,87.96241818181818,10.21937037037037,1.150648148148148,15.842200000000002,648.4009428571427,8.981257142857142,1196.2541090909092,66.2104,14.631818181818177,168.8692307692308,0.007648148148148149,0.015290909090909091,0.3565714285714286,0.005942857142857143,0.9034181818181819,0.021857142857142856,0.007727272727272727,205.7988333333333,0.003944444444444445,0.02629090909090909,1.0024000000000002,0.016514285714285717,1.5960727272727273,0.06345714285714286,0.013927272727272727
Egypt,102334404,14,1.3127819124494808,,0.0,0.0,0.0,3.875999999999999,0.31759999999999994,0.26365,0.0,,5.634685185185186,0.3408518518518519,144.8808,8.49321818181818,0.0,0.0,,,,,0.0,2.688345454545455,94.36842857142857,4.885888888888887,18.298203703703706,6962.814472727273,1.3833846153846152,4.9557777777777785,17.476777777777777,1034.7408,81.27194285714286,6490.15930909091,447.7445818181818,83.09022857142857,91.87207272727272,23.316666666666674,10.907148148148147,178.17400000000004,800.8029714285715,64.14274285714285,2265.088545454545,22.29787500000001,5.745141592920352,1207.1138956521738,94.9560086956522,61.25691428571429,24.787254545454548,272670608715.29413,4.050685185185187,0.5249259259259259,27.38850909090909,168.13825714285716,12.004885714285715,457.21154545454544,16.163371428571438,7.982854545454543,4.80612962962963,0.8215370370370367,28.781254545454548,180.43177142857138,13.09642857142857,472.6551272727274,16.90977142857143,8.127927272727272,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4303148148148153,6.228851851851851,261.0774363636364,233.93765714285715,17.12917142857143,4080.1899636363632,22.308861111111113,3.2736386554621855,3118.889275,175.0821,21.833342857142856,64.3965090909091,0.0,0.18148571428571425,0.0,,0.0,2.2148571428571424,0.0,0.15065714285714285,0.0,1215.1726285714285,36667692.416666664,476.5258363636364,4.80612962962963,0.8215370370370367,28.781254545454548,180.43177142857138,13.09642857142857,472.6551272727274,16.90977142857143,8.127927272727272,134.9574736842105,0.16864814814814813,0.28252727272727274,2.262742857142857,0.21891428571428573,2.8669818181818183,0.12277142857142856,0.02630909090909091,51.42615000000001,0.12803703703703703,1.1102909090909094,7.815914285714286,0.6911714285714284,12.576654545454547,0.47294285714285705,0.11869090909090908
El Salvador,6486205,112,0.08320733078622697,,0.0,0.0,0.0,39.6271,0.24889999999999998,4.56745,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.173750000000001,3.371555555555555,0.758638888888889,4411.932594594595,0.941972972972973,,,329.38415,2.0319000000000003,,,39.44705,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,28408082072.216217,,,,257.32145,1.5894,,30.78599999999999,,,,,507.2907,3.1417500000000005,,60.55295000000001,,,,,0.0,0.0,,0.0,,,,,329.38415,2.0319000000000003,,,0.0,0.0,0.0,39.44705,,,1.52455,1.27565,,,245.62134999999998,,29.22835,,836.6749,5706475.0,25.644513513513505,,,,507.2907,3.1417500000000005,,60.55295000000001,,,,,4.3481499999999995,0.0278,,0.5387000000000001,,,,,0.0,0.0,,0.0,
Equatorial Guinea,1402985,153,0.017997987572565797,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.7368999999999999,36.78908333333334,0.44444444444444475,8510.154783783784,0.5067567567567568,,,518.53485,0.5444,,,81.71714999999999,,,,,518.53485,0.5444,,,,,,81.71714999999999,,11062162162.162163,,,,165.89935,0.1925,,18.282850000000003,,,,,165.89935,0.1925,,18.282850000000003,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,26.7055925925926,3.4813333333333336,132536.48825000002,113.47849999999997,0.0,,,0.0,0.0,,,0.0,,0.0,,684.4343,679125.0,7.343243243243243,,,,165.89935,0.1925,,18.282850000000003,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Eritrea,3546421,133,0.045494742342282006,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.30605000000000004,-0.1932272727272727,-0.05872727272727272,1181.9183913043476,,,,97.53614999999998,0.29795000000000005,,,98.0307,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,2.4064,0.0081,,1.9693,,,,,0.0,0.0,,0.0,,,,,97.53614999999998,0.29795000000000005,,,0.0,0.0,0.0,98.0307,,,0.0,0.0,,,0.0,,0.0,,99.9426,2844576.923076923,3.0447391304347824,,,,2.4064,0.0081,,1.9693,,,,,2.1059,0.0071,,1.68235,,,,,0.30045,0.0010000000000000002,,0.2870500000000001,
Estonia,1326535,155,0.017017259945454596,,0.0,0.0,0.0,400.5008095238095,0.5301904761904762,5.117619047619048,0.0,972.2857142857143,-0.9525882352941178,-0.8343235294117648,32154.55768571428,45.48911428571429,1.3218095238095238,0.0017619047619047618,,,,,0.01342857142857143,60.08074285714286,11.609888888888888,-1.2334411764705882,-1.5337941176470589,53710.41997142856,4.215999999999999,-1.4589411764705882,-1.6821470588235292,7267.357714285714,9.74204761904762,52752.13737142856,74.92240000000001,91.36466666666668,98.2527142857143,-0.794617647058823,-0.18185294117647055,7.714542857142856,205.46519047619046,0.27923809523809523,5427.864857142856,,,,,2.8073333333333337,10.383714285714289,20356094528.0,12.764499999999996,0.0010588235294117648,0.033028571428571435,9.131416666666667,0.012250000000000002,24.779085714285713,0.10994444444444446,0.04845714285714285,32.39595833333333,0.14229411764705882,1.2347142857142859,394.3436388888889,0.5221666666666667,932.8333714285715,5.052444444444445,1.7012857142857143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6587647058823531,-0.665764705882353,21.71877142857143,7060.570428571429,9.461095238095238,15169.714771428571,,,,,88.54380952380951,27.78831428571428,0.7483714285714285,0.3104722222222222,0.0,50.120083333333326,0.08649999999999998,234.47183333333336,565.3968285714285,2.9990833333333335,1.0266285714285714,8216.389749999997,1407057.142857143,76.19094285714286,32.39595833333333,0.14229411764705882,1.2347142857142859,394.3436388888889,0.5221666666666667,932.8333714285715,5.052444444444445,1.7012857142857143,111.8012,0.0052058823529411765,0.009057142857142856,2.6926388888888892,0.0035833333333333333,6.847857142857142,0.04111111111111111,0.012857142857142857,73.61964705882353,0.04932352941176471,0.44431428571428566,148.0477222222222,0.19594444444444445,335.80962857142856,1.9023055555555557,0.6134571428571428
Eswatini,1160164,159,0.014882993940874781,,,,,,,,,,,,,,,,38.575654545454555,0.009758620689655167,781.1176581196581,0.601102564102564,,,,1.8878888888888892,0.049222222222222216,4058.622378378378,0.6636486486486486,,,,,,,,,,,,,,,,,,,,,4106371997.6119404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448665.7094017094,3.7375945945945936,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,114963588,12,1.4747935495544038,,0.0,0.0,0.0,0.5023500000000001,0.04175000000000001,1.1277500000000003,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.4594000000000005,7.011083333333334,1.9952500000000002,369.71424324324335,0.3651621621621621,,,0.7401,0.061399999999999975,,,1.6550000000000007,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,67581292281.08108,,,,64.78115,6.135500000000001,,95.1921,,,,,67.43299999999999,6.3979,,98.345,,,,,0.0,0.0,,0.0,,,,,0.7401,0.061399999999999975,,,0.0,0.0,0.0,1.6550000000000007,,,0.045250000000000005,0.0034500000000000004,,,0.54385,,1.2161499999999998,,68.17305,67855450.0,26.339864864864865,,,,67.43299999999999,6.3979,,98.345,,,,,0.060899999999999996,0.0063,,0.05455000000000001,,,,,2.0472,0.21084999999999998,,1.8821999999999999,
Faeroe Islands,48863,212,0.0006268318383719001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,40.04708333333335,0.041111111111111126,55786.95678378378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46648.64864864865,2.6261621621621614,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,896445,161,0.0114999133771842,,,,,93.42614999999998,0.07875,9.527850000000003,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.8623499999999998,3.4329722222222228,0.1826388888888889,7915.701729729729,,,,382.68185000000005,0.32685,,,37.08209999999999,,,,,0.0,0.0,,,,,,0.0,,,,,,528.5968,0.44939999999999997,,52.58380000000001,,,,,630.72065,0.5354999999999999,,62.91790000000001,,,,,0.0,0.0,,0.0,,,,,382.68185000000005,0.32685,,,,,,37.08209999999999,,,0.07875,0.0,,,93.42614999999998,,9.527850000000003,,1013.4024,789925.0,6.268108108108109,,,,630.72065,0.5354999999999999,,62.91790000000001,,,,,3.2006499999999996,0.0026500000000000004,,0.27854999999999996,,,,,5.4972,0.004750000000000002,,0.5278,
Finland,5540720,116,0.07107831495209646,401.27518750000013,0.07118518518518518,115.51761818181818,0.6311090909090911,1979.2988095238093,10.643714285714285,14.631666666666666,0.19372727272727272,166.52380952380952,2.8176851851851854,0.3775000000000005,10264.43258181818,52.28981818181819,1836.7674285714284,9.789904761904763,,,,,13.009238095238096,17.526490909090906,67.75197222222222,1.958388888888888,3.540425925925925,57191.418345454564,2.4234999999999998,1.4949629629629628,1.493833333333333,4562.338857142858,24.31095238095238,39586.299090909095,200.1051272727273,32.43866666666667,70.42161818181818,4.396155555555557,0.3742407407407408,21.213909090909087,1603.2887142857144,8.531571428571429,4081.2986909090923,,,,,11.392095238095239,6.333109090909091,128341264413.53847,1.6118703703703703,0.08225925925925939,34.00821818181818,2560.938777777778,13.407166666666669,6748.163418181818,20.168083333333335,12.460236363636358,3.946055555555556,2.046611111111111,90.6521636363636,8391.529277777778,44.120583333333336,17605.119290909082,65.33727777777777,29.578381818181814,6.6361904761904755,1.051333333333333,41.49472727272727,4142.496277777778,21.70991666666667,8009.274963636364,32.38908333333334,12.685581818181822,1.0613333333333332,0.7420925925925926,126.60147272727275,1122.2829047619048,5.989476190476192,25240.567909090903,,,,,8.037285714285716,46.56194545454546,13.275600000000003,8.03138888888889,0.0,3.1667931034482755,0.5592037037037038,1511.3753611111115,2505.7713454545456,11.363972222222223,3.8514363636363633,12921.20313888889,5036272.7272727275,290.75730909090913,2.8900000000000006,0.9953148148148147,49.15732727272728,4249.033,22.410666666666668,9595.844290909094,32.94819444444444,16.89281818181818,24.97841379310345,0.008166666666666668,0.01901818181818182,2.119861111111111,0.011611111111111112,3.4698545454545457,0.01686111111111111,0.005963636363636364,46.22685714285713,0.2745185185185185,1.2233999999999998,174.59916666666666,0.9604166666666666,222.9220181818182,1.3991944444444444,0.3814363636363637
France,65273511,22,0.8373516750326927,38.13377777777778,0.640814814814815,124.79432727272726,7.9080545454545454,80.02590476190477,5.065666666666668,0.9037142857142859,0.2789818181818182,74.0,-2.9352037037037038,-7.522592592592591,4265.543436363636,233.8756727272727,300.6311428571429,18.62752380952381,0.8755546218487392,2.7029375,8388.820415384616,351.35118461538457,3.323904761904763,10.792090909090906,513.5619444444445,1.4105185185185183,25.69355555555556,43701.04336363636,1.7238269230769236,0.41474074074074074,3.9927592592592593,860.710380952381,53.845666666666666,28633.113454545462,1626.7345454545452,9.609999999999998,67.17901818181818,4.334037037037037,7.116777777777776,311.26640000000003,378.6973333333333,23.868428571428574,5290.172945454547,7.4111232876712325,0.85109375,121.17920000000002,5.54966153846154,4.26052380952381,11.713636363636368,827692307692.3077,1.392092592592593,0.2718518518518516,165.6535272727273,1037.9207222222221,62.29824999999999,2911.749927272727,12.433416666666666,6.822890909090908,4.766222222222223,21.700740740740745,894.9876727272726,7635.066388888891,462.18877777777783,15067.929945454547,89.86838888888889,32.82098181818182,13.608259259259263,18.270388888888892,700.439890909091,6381.859722222222,386.19522222222224,11695.744527272727,74.9503888888889,24.951090909090905,0.7372592592592592,4.398759259259253,1081.592490909091,181.38171428571428,11.349761904761905,19077.397000000004,4.682382352941175,0.5171718750000001,87.92076923076922,3.9739076923076917,2.025666666666667,44.67327272727273,7.8034727272727284,4.14725,0.5251904761904761,6.300660377358493,0.3988148148148149,67.04586111111112,130.41909090909093,0.7788333333333333,0.29250909090909094,8486.949166666669,48809109.833333336,2521.722145454546,2.5798703703703714,3.4304259259259253,194.54778181818187,1253.2066388888888,75.99358333333332,3372.1853454545467,14.917999999999997,7.8698545454545465,52.13537037037036,0.5378333333333333,2.9424545454545457,35.056333333333335,2.2668055555555555,45.58894545454545,0.4046944444444444,0.10720000000000002,60.08089655172413,1.5811111111111111,10.240345454545455,113.18380555555557,7.281194444444444,159.63312727272728,1.301,0.3681636363636364
French Guiana,298682,183,0.0038315982880423017,,,,,21.78915,0.005599999999999999,0.57555,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.8558999999999999,4.926611111111111,0.08491666666666667,21580.134324324325,,,,1149.4514000000001,0.27410000000000007,,,31.405250000000006,,,,,801.1327000000001,0.19105,,,,,,21.888450000000002,,,,,,2455.0350499999995,0.5537000000000002,,65.71340000000001,,,,,2562.50935,0.5818,,68.59475,,,,,0.0,0.0,,0.0,,,,,348.3185500000001,0.08299999999999999,,,,,,9.5166,,,0.005599999999999999,0.0,,,21.78915,,0.57555,,3711.96065,169650.0,3.429054054054055,,,,2562.50935,0.5818,,68.59475,,,,,85.68525,0.022449999999999998,,2.3058500000000004,,,,,0.0,0.0,,0.0,
French Polynesia,280908,186,0.003603587132459898,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.5944,5.792055555555553,0.10730555555555557,16989.22756756757,,,,1522.1573,0.40175,,,67.80175,,,,,0.0,0.0,,,,,,0.0,,,,,,676.0527999999998,0.179,,29.91190000000001,,,,,725.9495999999999,0.19265000000000002,,32.19825,,,,,0.0,0.0,,0.0,,,,,1522.1573,0.40175,,,,,,67.80175,,,0.0,0.0,,,0.0,,0.0,,2248.1070499999996,229975.0,3.8714594594594587,,,,725.9495999999999,0.19265000000000002,,32.19825,,,,,49.5276,0.013600000000000001,,2.2699499999999997,,,,,0.36929999999999996,0.0,,0.016350000000000003,
Gabon,2225734,146,0.028552502608251252,,0.0,0.0,0.0,5.360099999999999,0.0088,0.4881499999999999,,,,,,,0.0,0.0,,,,,0.0,,1.8044499999999997,3.3117222222222225,0.3713888888888888,11064.790000000003,1.0348378378378378,,,542.96315,0.9148999999999999,,,49.3883,,,,,490.59479999999996,0.8266,,,,,,44.62479999999999,,9597997012.059702,,,,551.1702,0.8798999999999999,,50.0833,,,,,556.9669999999999,0.8896,,50.61169999999999,,,,,0.0,0.0,,0.0,,,,,52.368399999999994,0.08824999999999998,,9.564209677419356,1.0621008403361343,56534.18439166668,57.67098333333332,4.7635,,,0.0088,0.0,,,5.360099999999999,,0.4881499999999999,,1099.9301,731212.9083333333,13.303675675675677,,,,556.9669999999999,0.8896,,50.61169999999999,,,,,0.43665000000000004,0.0008500000000000001,,0.04034999999999999,,,,,0.0,0.0,,0.0,
Gambia,2416668,144,0.031001871460505682,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.22760000000000002,4.219444444444444,0.050416666666666665,924.2451891891892,0.4751891891891893,,,123.83559999999997,0.22560000000000002,,,99.21155,,,,,0.0,0.0,,,,,,0.0,,2475700677.189189,,,,0.0,0.0,,0.0,,,,,1.04985,0.002,,0.78845,,,,,0.0,0.0,,0.0,,,,,123.83559999999997,0.22560000000000002,,,,,,99.21155,,,0.0,0.0,,,0.0,,0.0,,124.88529999999999,1363750.0,1.2347837837837836,,,,1.04985,0.002,,0.78845,,,,,1.0033999999999998,0.00195,,0.7535000000000001,,,,,0.04640000000000002,5e-05,,0.0349,
Georgia,3989167,132,0.05117444455278552,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,78.95633333333333,0.03149999999999999,123.37044,0.5240400000000001,0.0,,9.025450000000001,0.4071666666666664,-0.6246666666666666,12463.919760000002,2.13124,,,379.48985000000005,1.5550000000000002,,,16.9036,,,,,379.48985000000005,1.5550000000000002,,33.43185,-0.006458333333333332,44.26692,0.19532000000000008,16.9036,,28888912732.16,,,,1814.3415999999997,7.4571,,82.9817,,,,,1817.66365,7.470400000000001,,83.09639999999999,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-2.2913333333333337,-0.06574999999999999,217.88116,0.9693199999999997,0.0,,,0.0,0.0,,,0.0,,0.0,,2197.15375,4348678.571428572,54.17588,,,,1817.66365,7.470400000000001,,83.09639999999999,,,,,0.0,0.0,,0.0,,,,,3.3221500000000006,0.013300000000000001,,0.11469999999999998,
Germany,83783942,19,1.0748100278310762,39.43707407407407,0.6159074074074075,114.5972727272727,9.355763636363637,385.4967142857143,31.58095238095238,5.087333333333334,0.2468545454545455,487.0952380952381,-1.8334259259259258,-22.76820370370371,16299.3342,1293.8400545454544,3460.959500000001,279.50077777777784,0.8747310924369744,-0.12476470588235544,15225.760923076923,1089.1116249999998,48.20969444444446,33.69383636363637,584.610638888889,0.43238888888888904,12.659148148148153,48596.98894545456,1.9532115384615383,-0.00822222222222255,-1.761537037037037,4432.207277777778,358.4261388888888,43313.65925454546,3454.502654545453,61.472861111111115,89.1195818181818,7.219851851851852,15.844277777777775,636.292781818182,728.5803888888888,59.21863888888889,7912.075054545456,7.333999999999994,-0.29838053097345135,845.4657304347826,67.41269565217391,9.964583333333334,16.153381818181813,1235888888888.889,0.870314814814815,0.09200000000000001,51.10723636363637,244.93449999999996,19.823,639.536781818182,3.4019999999999992,1.3218181818181822,5.952981481481481,14.420685185185189,426.2367636363636,2701.7836111111105,219.23308333333335,5283.329618181819,37.24550000000001,10.880418181818182,19.256796296296297,3.436444444444445,270.3537272727272,1690.25375,136.48586111111115,3363.151036363636,23.650750000000006,6.785981818181819,0.5761296296296294,5.162185185185184,1524.3698545454552,242.6671944444445,19.70672222222222,19102.250072727275,5.437428571428572,1.3961874999999997,189.67513846153847,13.730030769230769,3.298555555555556,39.27243636363637,31.151290909090907,19.271361111111112,0.06190476190476189,9.034020408163265,2.320722222222222,235.46430555555557,381.93272727272733,3.122916666666667,0.8211454545454545,7221.019722222223,73022415.43333334,3880.7394545454536,5.642185185185184,10.984296296296296,155.88307272727272,1011.5298333333334,82.7472222222222,1920.178672727273,13.594694444444444,4.094472727272727,54.527344827586205,2.1789444444444444,16.258218181818187,136.12616666666665,11.198833333333333,198.1682909090909,1.8051666666666668,0.4348909090909091,53.293727272727274,5.77674074074074,48.010527272727266,395.0050277777778,32.45402777777778,585.9435818181818,5.264472222222222,1.2697454545454545
Ghana,31072940,47,0.39861465943191426,,,,,0.6287499999999999,0.015400000000000006,0.17224999999999996,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,9.2709,4.018972222222222,1.4522777777777778,2024.3610810810815,0.9366216216216217,,,120.42415000000001,3.1193999999999997,,,31.8207,,,,,120.42415000000001,3.1193999999999997,,659.562,0.19158333333333333,14.611000000000002,0.4107027027027027,31.8207,,32602953539.764706,,,,251.87404999999998,6.12955,,67.94839999999999,,,,,252.72645000000003,6.1515,,68.17930000000001,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,45.80536363636364,0.5403965517241379,145.39645299145297,3.6576153846153847,0.0,,,0.015400000000000006,0.0,,,0.6287499999999999,,0.17224999999999996,,373.15070000000003,9692728.183333334,39.547648648648654,,,,252.72645000000003,6.1515,,68.17930000000001,,,,,0.22359999999999997,0.00655,,0.05865,,,,,0.0,0.0,,0.0,
Gibraltar,33691,219,0.0004322000586658,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.15965,13.877944444444445,1.3825,825431.3908918919,,,,4758.315650000001,0.15965,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,4758.315650000001,0.15965,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,,0.0,,4758.315650000001,31375.0,27.01210810810811,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Greece,10423054,87,0.13371062153920618,,0.0,0.0,0.0,17.931190476190473,0.19319047619047622,0.3492857142857143,0.0,819.4761904761905,1.7999074074074082,0.2595185185185189,7186.566163636364,74.10961818181818,2549.9553333333333,27.931761904761906,10.394465517241379,0.028911764705882335,2770.291846153847,29.476673076923078,49.131809523809515,27.624418181818175,48.50494444444445,2.7705185185185197,4.429759259259264,26356.902781818186,1.5600384615384617,2.6000370370370374,3.7206296296296304,4265.589142857142,46.57114285714286,25033.156218181808,259.55414545454545,82.35476190476192,95.07605454545453,21.129135135135137,0.9532037037037038,13.258509090909088,1047.9784761904762,11.340190476190475,1223.310690909091,,0.0,0.0,0.0,20.288238095238096,3.745836363636364,91251578363.62393,7.6257962962963,0.1424814814814815,9.080472727272728,365.44377777777777,3.927749999999999,883.1041636363636,8.115222222222222,3.5184727272727265,8.755500000000003,0.6725185185185184,13.433236363636363,645.0572500000001,6.911944444444443,1289.344781818182,13.65977777777778,4.815054545454546,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5612222222222223,2.507981481481482,172.18603636363633,667.6553809523809,7.29909523809524,16623.27938181818,,0.0,0.0,0.0,12.934428571428569,63.70578181818182,0.17614545454545455,0.11283333333333334,0.0,-1.61995652173913,0.014722222222222218,10.472888888888887,16.289963636363638,0.20408333333333334,0.050181818181818175,4506.504027777778,8211207.2,273.35618181818177,8.755500000000003,0.6725185185185184,13.433236363636363,645.0572500000001,6.911944444444443,1289.344781818182,13.65977777777778,4.815054545454546,138.7919333333333,0.1816296296296296,1.3537454545454548,88.85358333333333,0.94175,127.38838181818181,1.7823888888888888,0.4219636363636363,49.29253124999999,0.3337777777777778,2.822836363636364,180.28691666666668,1.9294722222222223,262.5622909090909,3.5580833333333337,0.8245272727272727
